@id,법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,공동부령정보,시행일자,자법타법여부,법령상세링크
1,253527,현행,10ㆍ27법난 피해자의 명예회복 등에 관한 법률,10ㆍ27법난법,010719,20230808,19592,타법개정,1371000,문화체육관광부,법률,,20230808,,/DRF/lawService.do?OC=username001&target=law&MST=253527&type=HTML&mobileYn=&efYd=20230808
2,249727,현행,10ㆍ27법난 피해자의 명예회복 등에 관한 법률 시행령,10ㆍ27법난법 시행령,010831,20230411,33382,타법개정,1371000,문화체육관광부,대통령령,,20230605,,/DRF/lawService.do?OC=username001&target=law&MST=249727&type=HTML&mobileYn=&efYd=20230605
3,262693,현행,10ㆍ29이태원참사 피해자 권리보장과 진상규명 및 재발방지를 위한 특별법,,014656,20240521,20427,제정,1741000,행정안전부,법률,,20240521,,/DRF/lawService.do?OC=username001&target=law&MST=262693&type=HTML&mobileYn=&efYd=20240521
4,253949,현행,119구조ㆍ구급에 관한 법률,119법,011349,20230816,19625,일부개정,1661000,소방청,법률,,20240217,,/DRF/lawService.do?OC=username001&target=law&MST=253949&type=HTML&mobileYn=&efYd=20240217
5,261847,현행,119구조ㆍ구급에 관한 법률 시행령,119법 시행령,011452,20240423,34433,일부개정,1661000,소방청,대통령령,,20240423,,/DRF/lawService.do?OC=username001&target=law&MST=261847&type=HTML&mobileYn=&efYd=20240423
6,261953,현행,119구조ㆍ구급에 관한 법률 시행규칙,119법 시행규칙,011457,20240423,00479,일부개정,1661000,소방청,행정안전부령,,20240423,,/DRF/lawService.do?OC=username001&target=law&MST=261953&type=HTML&mobileYn=&efYd=20240423
7,24144,현행,1945년이후종전의규정에의한학교졸업자자격인정령,,004546,19691204,04401,전부개정,1342000,교육부,대통령령,,19691204,,/DRF/lawService.do?OC=username001&target=law&MST=24144&type=HTML&mobileYn=&efYd=19691204
8,206017,현행,1959년 12월 31일 이전에 퇴직한 군인의 퇴직급여금지급에 관한 특별법,1959이전군퇴직금법,009678,20181224,16029,일부개정,1290000,국방부,법률,,20190625,,/DRF/lawService.do?OC=username001&target=law&MST=206017&type=HTML&mobileYn=&efYd=20190625
9,208133,현행,1959년 12월 31일 이전에 퇴직한 군인의 퇴직급여금지급에 관한 특별법 시행령,1959이전군퇴직금법 시행령,009990,20190325,29637,일부개정,1290000,국방부,대통령령,,20190325,,/DRF/lawService.do?OC=username001&target=law&MST=208133&type=HTML&mobileYn=&efYd=20190325
10,3274,현행,1980년해직공무원의보상등에관한특별조치법,1980해직자보상법,001348,19890329,04101,제정,1760000,인사혁신처,법률,,19890329,,/DRF/lawService.do?OC=username001&target=law&MST=3274&type=HTML&mobileYn=&efYd=19890329
11,204611,현행,1980년해직공무원의보상등에관한특별조치법시행령,1980해직자보상법 시행령,004549,20180918,29181,타법개정,1760000,인사혁신처,대통령령,,20180921,,/DRF/lawService.do?OC=username001&target=law&MST=204611&type=HTML&mobileYn=&efYd=20180921
12,243115,현행,1인 창조기업 육성에 관한 법률,1인창조기업법,011370,20220610,18961,일부개정,1421000,중소벤처기업부,법률,,20221211,,/DRF/lawService.do?OC=username001&target=law&MST=243115&type=HTML&mobileYn=&efYd=20221211
13,245891,현행,1인 창조기업 육성에 관한 법률 시행령,1인창조기업법 시행령,011474,20221209,33051,일부개정,1421000,중소벤처기업부,대통령령,,20221211,,/DRF/lawService.do?OC=username001&target=law&MST=245891&type=HTML&mobileYn=&efYd=20221211
14,253627,현행,2018 평창 동계올림픽대회 및 동계패럴림픽대회 지원 등에 관한 특별법,평창올림픽법,011532,20230808,19602,타법개정,1371000,문화체육관광부,법률,,20240209,,/DRF/lawService.do?OC=username001&target=law&MST=253627&type=HTML&mobileYn=&efYd=20240209
15,262241,현행,2018 평창 동계올림픽대회 및 동계패럴림픽대회 지원 등에 관한 특별법 시행령,평창올림픽법 시행령,011679,20240507,34487,타법개정,1371000,문화체육관광부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262241&type=HTML&mobileYn=&efYd=20240517
16,257289,현행,2023 새만금 세계스카우트잼버리 지원 특별법,새만금세계잼버리법,013210,20231226,19839,타법개정,1383000,여성가족부,법률,,20240118,,/DRF/lawService.do?OC=username001&target=law&MST=257289&type=HTML&mobileYn=&efYd=20240118
17,212307,현행,2023 새만금 세계스카우트잼버리 지원 특별법 시행령,새만금세계잼버리법 시행령,013626,20191210,30241,제정,1383000,여성가족부,대통령령,,20191219,,/DRF/lawService.do?OC=username001&target=law&MST=212307&type=HTML&mobileYn=&efYd=20191219
18,246643,현행,2023 순천만국제정원박람회 지원 및 사후활용에 관한 특별법,순천만정원박람회법,014137,20221227,19117,타법개정,1400000,산림청,법률,,20230628,,/DRF/lawService.do?OC=username001&target=law&MST=246643&type=HTML&mobileYn=&efYd=20230628
19,240347,현행,2023 순천만국제정원박람회 지원 및 사후활용에 관한 특별법 시행령,순천만정원박람회법 시행령,014243,20220215,32436,제정,1400000,산림청,대통령령,,20220218,,/DRF/lawService.do?OC=username001&target=law&MST=240347&type=HTML&mobileYn=&efYd=20220218
20,231363,현행,30개월 이상 복무한 상등병 만기전역자의 특별진급을 위한 특별법,상등병전역자특별진급법,014061,20210413,17991,제정,1290000,국방부,법률,,20211014,,/DRF/lawService.do?OC=username001&target=law&MST=231363&type=HTML&mobileYn=&efYd=20211014
21,261603,현행,30개월 이상 복무한 상등병 만기전역자의 특별진급을 위한 특별법 시행령,상등병전역자특별진급법 시행령,014165,20240402,34377,일부개정,1290000,국방부,대통령령,,20240402,,/DRF/lawService.do?OC=username001&target=law&MST=261603&type=HTML&mobileYn=&efYd=20240402
22,233957,현행,3ㆍ15의거 참여자의 명예회복 등에 관한 법률,3ㆍ15의거법,014119,20210720,18301,제정,1741000,행정안전부,법률,,20220121,,/DRF/lawService.do?OC=username001&target=law&MST=233957&type=HTML&mobileYn=&efYd=20220121
23,254957,현행,3ㆍ15의거 참여자의 명예회복 등에 관한 법률 시행령,3ㆍ15의거법 시행령,014229,20230926,33738,일부개정,1741000,행정안전부,대통령령,,20230926,,/DRF/lawService.do?OC=username001&target=law&MST=254957&type=HTML&mobileYn=&efYd=20230926
24,162682,현행,4ㆍ16세월호참사 진상규명 및 안전사회 건설 등을 위한 특별법,세월호진상규명법,012159,20141119,12843,제정,1192000,해양수산부,법률,,20150101,,/DRF/lawService.do?OC=username001&target=law&MST=162682&type=HTML&mobileYn=&efYd=20150101
25,195782,현행,4ㆍ16세월호참사 진상규명 및 안전사회 건설 등을 위한 특별법 시행령,세월호진상규명법 시행령,012290,20170726,28211,타법개정,1192000,해양수산부,대통령령,,20170726,,/DRF/lawService.do?OC=username001&target=law&MST=195782&type=HTML&mobileYn=&efYd=20170726
26,243107,현행,4ㆍ16세월호참사 피해구제 및 지원 등을 위한 특별법,세월호피해지원법,012245,20220610,18954,일부개정,"1092000,1192000","국무조정실,해양수산부",법률,,20220610,,/DRF/lawService.do?OC=username001&target=law&MST=243107&type=HTML&mobileYn=&efYd=20220610
27,247569,현행,4ㆍ16세월호참사 피해구제 및 지원 등을 위한 특별법 시행령,세월호피해지원법 시행령,012272,20230110,33225,타법개정,"1092000,1192000","국무조정실,해양수산부",대통령령,,20230112,,/DRF/lawService.do?OC=username001&target=law&MST=247569&type=HTML&mobileYn=&efYd=20230112
28,228675,현행,4차산업혁명위원회의 설치 및 운영에 관한 규정,,012976,20210112,31385,일부개정,1721000,과학기술정보통신부,대통령령,,20210112,,/DRF/lawService.do?OC=username001&target=law&MST=228675&type=HTML&mobileYn=&efYd=20210112
29,248531,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률,5ㆍ18유공자법,009289,20230304,19228,타법개정,1830000,국가보훈부,법률,,20230605,,/DRF/lawService.do?OC=username001&target=law&MST=248531&type=HTML&mobileYn=&efYd=20230605
30,252385,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률 시행령,5ㆍ18유공자법 시행령,009339,20230711,33627,일부개정,1830000,국가보훈부,대통령령,,20230718,,/DRF/lawService.do?OC=username001&target=law&MST=252385&type=HTML&mobileYn=&efYd=20230718
31,252815,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률 시행규칙,5ㆍ18유공자법 시행규칙,009381,20230717,00012,일부개정,1830000,국가보훈부,국가보훈부령,,20230718,,/DRF/lawService.do?OC=username001&target=law&MST=252815&type=HTML&mobileYn=&efYd=20230718
32,246621,현행,5ㆍ18민주화운동 관련자 보상 등에 관한 법률,5ㆍ18보상법,001234,20221227,19106,일부개정,1741000,행정안전부,법률,,20221227,,/DRF/lawService.do?OC=username001&target=law&MST=246621&type=HTML&mobileYn=&efYd=20221227
33,252211,현행,5ㆍ18민주화운동 관련자 보상 등에 관한 법률 시행령,5ㆍ18보상법 시행령,002543,20230629,33606,일부개정,1741000,행정안전부,대통령령,,20230629,,/DRF/lawService.do?OC=username001&target=law&MST=252211&type=HTML&mobileYn=&efYd=20230629
34,235549,현행,5ㆍ18민주화운동 등에 관한 특별법,5ㆍ18민주화운동법,001159,20210924,18465,타법개정,"1270000,1290000","국방부,법무부",법률,,20220701,,/DRF/lawService.do?OC=username001&target=law&MST=235549&type=HTML&mobileYn=&efYd=20220701
35,260411,현행,5ㆍ18민주화운동 진상규명을 위한 특별법,5ㆍ18진상규명법,013091,20240213,20309,타법개정,1075000,5.18민주화운동진상규명조사위원회,법률,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=260411&type=HTML&mobileYn=&efYd=20240517
36,249767,현행,5ㆍ18민주화운동 진상규명을 위한 특별법 시행령,,013166,20230411,33382,타법개정,1075000,5.18민주화운동진상규명조사위원회,대통령령,,20230605,,/DRF/lawService.do?OC=username001&target=law&MST=249767&type=HTML&mobileYn=&efYd=20230605
37,260413,현행,6ㆍ25 전사자유해의 발굴 등에 관한 법률,6ㆍ25전사자발굴법,010716,20240213,20309,타법개정,1290000,국방부,법률,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=260413&type=HTML&mobileYn=&efYd=20240517
38,236057,현행,6ㆍ25 전사자유해의 발굴 등에 관한 법률 시행령,6ㆍ25전사자발굴법 시행령,010791,20211014,32041,일부개정,1290000,국방부,대통령령,,20211014,,/DRF/lawService.do?OC=username001&target=law&MST=236057&type=HTML&mobileYn=&efYd=20211014
39,204768,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률,6ㆍ25납북자법,011176,20181016,15790,일부개정,1250000,통일부,법률,,20181016,,/DRF/lawService.do?OC=username001&target=law&MST=204768&type=HTML&mobileYn=&efYd=20181016
40,195536,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률 시행령,6ㆍ25납북자법 시행령,011285,20170726,28211,타법개정,1250000,통일부,대통령령,,20170726,,/DRF/lawService.do?OC=username001&target=law&MST=195536&type=HTML&mobileYn=&efYd=20170726
41,108667,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률에 의한 가족관계등록사무처리규칙,,011302,20101104,02307,제정,9740000,대법원,대법원규칙,,20101104,,/DRF/lawService.do?OC=username001&target=law&MST=108667&type=HTML&mobileYn=&efYd=20101104
42,238801,현행,6ㆍ25전쟁 무공훈장 수여 등에 관한 법률,6ㆍ25무공훈장법,013468,20220104,18679,일부개정,1290000,국방부,법률,,20220104,,/DRF/lawService.do?OC=username001&target=law&MST=238801&type=HTML&mobileYn=&efYd=20220104
43,210003,현행,6ㆍ25전쟁 무공훈장 수여 등에 관한 법률 시행령,6ㆍ25무공훈장법 시행령,013528,20190723,29993,제정,1290000,국방부,대통령령,,20190724,,/DRF/lawService.do?OC=username001&target=law&MST=210003&type=HTML&mobileYn=&efYd=20190724
44,231367,현행,6ㆍ25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률,6ㆍ25비정규군보상법,014062,20210413,17993,제정,1290000,국방부,법률,,20211014,,/DRF/lawService.do?OC=username001&target=law&MST=231367&type=HTML&mobileYn=&efYd=20211014
45,249611,현행,6ㆍ25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률 시행령,6ㆍ25비정규군보상법 시행령,014166,20230411,33382,타법개정,1290000,국방부,대통령령,,20230605,,/DRF/lawService.do?OC=username001&target=law&MST=249611&type=HTML&mobileYn=&efYd=20230605
46,251487,현행,6ㆍ25전쟁 정전60주년 기념 호국영웅기장 수여규칙,,011890,20230605,00001,타법개정,1830000,국가보훈부,국가보훈부령,,20230605,,/DRF/lawService.do?OC=username001&target=law&MST=251487&type=HTML&mobileYn=&efYd=20230605
47,255405,현행,가덕도신공항건설공단법,,014518,20231024,19762,제정,1613000,국토교통부,법률,,20240425,,/DRF/lawService.do?OC=username001&target=law&MST=255405&type=HTML&mobileYn=&efYd=20240425
48,261795,현행,가덕도신공항건설공단법 시행령,,014641,20240416,34420,제정,1613000,국토교통부,대통령령,,20240425,,/DRF/lawService.do?OC=username001&target=law&MST=261795&type=HTML&mobileYn=&efYd=20240425
49,262103,현행,가덕도신공항건설공단법 시행규칙,,014647,20240425,01329,제정,1613000,국토교통부,국토교통부령,,20240425,,/DRF/lawService.do?OC=username001&target=law&MST=262103&type=HTML&mobileYn=&efYd=20240425
50,258303,현행,가덕도신공항 건설을 위한 특별법,가덕도신공항법,014035,20240109,19987,타법개정,1613000,국토교통부,법률,,20240109,,/DRF/lawService.do?OC=username001&target=law&MST=258303&type=HTML&mobileYn=&efYd=20240109
51,256475,현행,가덕도신공항 건설을 위한 특별법 시행령,가덕도신공항법 시행령,014145,20231212,33913,타법개정,1613000,국토교통부,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256475&type=HTML&mobileYn=&efYd=20231212
52,235695,현행,가덕도신공항 건설을 위한 특별법 시행규칙,가덕도신공항법 시행규칙,014155,20210917,00886,제정,1613000,국토교통부,국토교통부령,,20210917,,/DRF/lawService.do?OC=username001&target=law&MST=235695&type=HTML&mobileYn=&efYd=20210917
53,188538,현행,가등기담보 등에 관한 법률,가등기담보법,001257,20161227,14474,타법개정,1270000,법무부,법률,,20170328,,/DRF/lawService.do?OC=username001&target=law&MST=188538&type=HTML&mobileYn=&efYd=20170328
54,257827,현행,가맹사업거래의 공정화에 관한 법률,가맹사업법,009367,20240102,19912,일부개정,1130000,공정거래위원회,법률,,20240209,,/DRF/lawService.do?OC=username001&target=law&MST=257827&type=HTML&mobileYn=&efYd=20240209
55,256113,현행,가맹사업거래의 공정화에 관한 법률 시행령,가맹사업법 시행령,009369,20231116,33873,일부개정,1130000,공정거래위원회,대통령령,,20231116,,/DRF/lawService.do?OC=username001&target=law&MST=256113&type=HTML&mobileYn=&efYd=20231116
56,232893,현행,가맹사업 진흥에 관한 법률,가맹사업진흥법,010593,20210615,18267,일부개정,1450000,산업통상자원부,법률,,20211216,,/DRF/lawService.do?OC=username001&target=law&MST=232893&type=HTML&mobileYn=&efYd=20211216
57,244033,현행,가맹사업 진흥에 관한 법률 시행령,가맹사업진흥법 시행령,010786,20220802,32838,일부개정,1450000,산업통상자원부,대통령령,,20220802,,/DRF/lawService.do?OC=username001&target=law&MST=244033&type=HTML&mobileYn=&efYd=20220802
58,232959,현행,가사근로자의 고용개선 등에 관한 법률,가사근로자법,014099,20210615,18285,제정,1492000,고용노동부,법률,,20220616,,/DRF/lawService.do?OC=username001&target=law&MST=232959&type=HTML&mobileYn=&efYd=20220616
59,242699,현행,가사근로자의 고용개선 등에 관한 법률 시행령,가사근로자법 시행령,014286,20220531,32659,제정,1492000,고용노동부,대통령령,,20220616,,/DRF/lawService.do?OC=username001&target=law&MST=242699&type=HTML&mobileYn=&efYd=20220616
60,243269,현행,가사근로자의 고용개선 등에 관한 법률 시행규칙,가사근로자법 시행규칙,014297,20220609,00354,제정,1492000,고용노동부,고용노동부령,,20220616,,/DRF/lawService.do?OC=username001&target=law&MST=243269&type=HTML&mobileYn=&efYd=20220616
61,210085,현행,가사소송규칙,,005694,20190802,02856,일부개정,9740000,대법원,대법원규칙,,20190802,,/DRF/lawService.do?OC=username001&target=law&MST=210085&type=HTML&mobileYn=&efYd=20190802
62,249997,현행,가사소송법,,001206,20230418,19354,타법개정,1270000,법무부,법률,,20231019,,/DRF/lawService.do?OC=username001&target=law&MST=249997&type=HTML&mobileYn=&efYd=20231019
63,181255,현행,가사소송수수료규칙,,005695,20160219,02639,일부개정,9740000,대법원,대법원규칙,,20160701,,/DRF/lawService.do?OC=username001&target=law&MST=181255&type=HTML&mobileYn=&efYd=20160701
64,243607,현행,가석방자관리규정,,002049,20220630,32737,타법개정,1270000,법무부,대통령령,,20220701,,/DRF/lawService.do?OC=username001&target=law&MST=243607&type=HTML&mobileYn=&efYd=20220701
65,215909,현행,가습기살균제 피해구제를 위한 특별법,가습기살균제피해구제법,012804,20200324,17102,일부개정,1480000,환경부,법률,,20200925,,/DRF/lawService.do?OC=username001&target=law&MST=215909&type=HTML&mobileYn=&efYd=20200925
66,244087,현행,가습기살균제 피해구제를 위한 특별법 시행령,,012969,20220802,32843,일부개정,1480000,환경부,대통령령,,20220802,,/DRF/lawService.do?OC=username001&target=law&MST=244087&type=HTML&mobileYn=&efYd=20220802
67,221925,현행,가습기살균제 피해구제를 위한 특별법 시행규칙,,012971,20200925,00882,일부개정,1480000,환경부,환경부령,,20200925,,/DRF/lawService.do?OC=username001&target=law&MST=221925&type=HTML&mobileYn=&efYd=20200925
68,259371,현행,가정보호심판규칙,,005698,20240125,03125,일부개정,9740000,대법원,대법원규칙,,20240131,,/DRF/lawService.do?OC=username001&target=law&MST=259371&type=HTML&mobileYn=&efYd=20240131
69,249831,현행,가정폭력방지 및 피해자보호 등에 관한 법률,가정폭력방지법,000182,20230411,19339,타법개정,1383000,여성가족부,법률,,20230411,,/DRF/lawService.do?OC=username001&target=law&MST=249831&type=HTML&mobileYn=&efYd=20230411
70,244277,현행,가정폭력방지 및 피해자보호 등에 관한 법률 시행령,가정폭력방지법 시행령,002053,20220816,32875,일부개정,1383000,여성가족부,대통령령,,20220816,,/DRF/lawService.do?OC=username001&target=law&MST=244277&type=HTML&mobileYn=&efYd=20220816
71,262215,현행,가정폭력방지 및 피해자보호 등에 관한 법률 시행규칙,가정폭력방지법 시행규칙,006120,20240430,00203,일부개정,1383000,여성가족부,여성가족부령,,20240430,,/DRF/lawService.do?OC=username001&target=law&MST=262215&type=HTML&mobileYn=&efYd=20240430
72,245971,현행,가정폭력범죄의 처벌 등에 관한 특례법,가정폭력처벌법,001132,20221213,19068,일부개정,1270000,법무부,법률,,20230614,,/DRF/lawService.do?OC=username001&target=law&MST=245971&type=HTML&mobileYn=&efYd=20230614
73,172201,현행,가정폭력범죄의 처벌 등에 관한 특례법 시행령,가정폭력처벌법 시행령,012308,20150622,26325,제정,1270000,법무부,대통령령,,20160101,,/DRF/lawService.do?OC=username001&target=law&MST=172201&type=HTML&mobileYn=&efYd=20160101
74,248347,현행,가족관계의 등록 등에 관한 규칙,,010569,20230224,03095,일부개정,9740000,대법원,대법원규칙,,20230302,,/DRF/lawService.do?OC=username001&target=law&MST=248347&type=HTML&mobileYn=&efYd=20230302
75,238211,현행,가족관계의 등록 등에 관한 법률,가족관계등록법,010444,20211228,18651,일부개정,1270000,법무부,법률,,20220101,,/DRF/lawService.do?OC=username001&target=law&MST=238211&type=HTML&mobileYn=&efYd=20220101
76,219135,현행,가족친화 사회환경의 조성 촉진에 관한 법률,가족친화법,010583,20200609,17438,일부개정,1383000,여성가족부,법률,,20201210,,/DRF/lawService.do?OC=username001&target=law&MST=219135&type=HTML&mobileYn=&efYd=20201210
77,256143,현행,가족친화 사회환경의 조성 촉진에 관한 법률 시행령,가족친화법 시행령,010770,20231121,33886,타법개정,1383000,여성가족부,대통령령,,20231121,,/DRF/lawService.do?OC=username001&target=law&MST=256143&type=HTML&mobileYn=&efYd=20231121
78,176054,현행,가족친화 사회환경의 조성 촉진에 관한 법률 시행규칙,가족친화법 시행규칙,010774,20151104,00080,일부개정,1383000,여성가족부,여성가족부령,,20151104,,/DRF/lawService.do?OC=username001&target=law&MST=176054&type=HTML&mobileYn=&efYd=20151104
79,241933,현행,가축 및 축산물 이력관리에 관한 법률,축산물이력법,010599,20220426,18853,타법개정,1543000,농림축산식품부,법률,,20230427,,/DRF/lawService.do?OC=username001&target=law&MST=241933&type=HTML&mobileYn=&efYd=20230427
80,212349,현행,가축 및 축산물 이력관리에 관한 법률 시행령,축산물이력법 시행령,010875,20191217,30247,일부개정,1543000,농림축산식품부,대통령령,,20200101,,/DRF/lawService.do?OC=username001&target=law&MST=212349&type=HTML&mobileYn=&efYd=20200101
81,250601,현행,가축 및 축산물 이력관리에 관한 법률 시행규칙,축산물이력법 시행규칙,010884,20230427,00584,타법개정,1543000,농림축산식품부,농림축산식품부령,,20230427,,/DRF/lawService.do?OC=username001&target=law&MST=250601&type=HTML&mobileYn=&efYd=20230427
82,254071,현행,가축분뇨의 관리 및 이용에 관한 법률,가축분뇨법,010297,20230816,19656,일부개정,1480000,환경부,법률,,20240101,,/DRF/lawService.do?OC=username001&target=law&MST=254071&type=HTML&mobileYn=&efYd=20240101
83,256477,현행,가축분뇨의 관리 및 이용에 관한 법률 시행령,가축분뇨법 시행령,010527,20231212,33913,타법개정,1480000,환경부,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256477&type=HTML&mobileYn=&efYd=20231212
84,245203,현행,가축분뇨의 관리 및 이용에 관한 법률 시행규칙,가축분뇨법 시행규칙,010532,20221101,01002,일부개정,1480000,환경부,환경부령,,20230502,,/DRF/lawService.do?OC=username001&target=law&MST=245203&type=HTML&mobileYn=&efYd=20230502
85,245045,현행,가축분뇨의 자원화 및 이용 촉진에 관한 규칙,,010566,20221020,00549,일부개정,1543000,농림축산식품부,농림축산식품부령,,20221020,,/DRF/lawService.do?OC=username001&target=law&MST=245045&type=HTML&mobileYn=&efYd=20221020
86,254835,현행,가축전염병 예방법,,001504,20230914,19706,일부개정,1543000,농림축산식품부,법률,,20240315,,/DRF/lawService.do?OC=username001&target=law&MST=254835&type=HTML&mobileYn=&efYd=20240315
87,261007,현행,가축전염병 예방법 시행령,,002058,20240305,34289,일부개정,1543000,농림축산식품부,대통령령,,20240315,,/DRF/lawService.do?OC=username001&target=law&MST=261007&type=HTML&mobileYn=&efYd=20240315
88,261977,현행,가축전염병 예방법 시행규칙,,006128,20240423,00646,일부개정,1543000,농림축산식품부,농림축산식품부령,,20240423,,/DRF/lawService.do?OC=username001&target=law&MST=261977&type=HTML&mobileYn=&efYd=20240423
89,260691,현행,각급 법원에 배치할 판사의 수에 관한 규칙,,005699,20240222,03133,일부개정,9740000,대법원,대법원규칙,,20240222,,/DRF/lawService.do?OC=username001&target=law&MST=260691&type=HTML&mobileYn=&efYd=20240222
90,257291,현행,각급 법원의 설치와 관할구역에 관한 법률,법원설치법,001709,20231226,19839,타법개정,9740000,대법원,법률,,20240118,,/DRF/lawService.do?OC=username001&target=law&MST=257291&type=HTML&mobileYn=&efYd=20240118
91,166366,현행,각급 법원 판사 정원법,판사정원법,001300,20141231,12951,일부개정,9740000,대법원,법률,,20141231,,/DRF/lawService.do?OC=username001&target=law&MST=166366&type=HTML&mobileYn=&efYd=20141231
92,214023,현행,각병과사병의군사경찰직무보조에관한규정,,002061,20200204,30384,타법개정,1290000,국방부,대통령령,,20200204,,/DRF/lawService.do?OC=username001&target=law&MST=214023&type=HTML&mobileYn=&efYd=20200204
93,262723,현행,각종 기념일 등에 관한 규정,기념일규정,002065,20240521,34519,일부개정,1741000,행정안전부,대통령령,,20240521,,/DRF/lawService.do?OC=username001&target=law&MST=262723&type=HTML&mobileYn=&efYd=20240521
94,52364,현행,각종분쟁조정위원회등의조정조서등에대한집행문부여에관한규칙,,005701,20020628,01768,일부개정,9740000,대법원,대법원규칙,,20020701,,/DRF/lawService.do?OC=username001&target=law&MST=52364&type=HTML&mobileYn=&efYd=20020701
95,258305,현행,간선급행버스체계의 건설 및 운영에 관한 특별법,간선급행버스법,012071,20240109,19987,타법개정,1613000,국토교통부,법률,,20240109,,/DRF/lawService.do?OC=username001&target=law&MST=258305&type=HTML&mobileYn=&efYd=20240109
96,262243,현행,간선급행버스체계의 건설 및 운영에 관한 특별법 시행령,간선급행버스법 시행령,012179,20240507,34487,타법개정,1613000,국토교통부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262243&type=HTML&mobileYn=&efYd=20240517
97,246055,현행,간선급행버스체계의 건설 및 운영에 관한 특별법 시행규칙,간선급행버스법 시행규칙,012188,20221209,01163,일부개정,1613000,국토교통부,국토교통부령,,20221211,,/DRF/lawService.do?OC=username001&target=law&MST=246055&type=HTML&mobileYn=&efYd=20221211
98,252833,현행,간척지의 농어업적 이용 및 관리에 관한 법률,간척지법,011522,20230725,19571,타법개정,1543000,농림축산식품부,법률,,20230725,,/DRF/lawService.do?OC=username001&target=law&MST=252833&type=HTML&mobileYn=&efYd=20230725
99,243641,현행,간척지의 농어업적 이용 및 관리에 관한 법률 시행령,간척지법 시행령,011742,20220704,32754,일부개정,1543000,농림축산식품부,대통령령,,20220705,,/DRF/lawService.do?OC=username001&target=law&MST=243641&type=HTML&mobileYn=&efYd=20220705
100,243729,현행,간척지의 농어업적 이용 및 관리에 관한 법률 시행규칙,간척지법 시행규칙,011745,20220705,00538,일부개정,1543000,농림축산식품부,농림축산식품부령,,20220705,,/DRF/lawService.do?OC=username001&target=law&MST=243729&type=HTML&mobileYn=&efYd=20220705
101,260919,현행,간호조무사 및 의료유사업자에 관한 규칙,간호조무사등규칙,006137,20240226,00999,일부개정,1352000,보건복지부,보건복지부령,,20240226,,/DRF/lawService.do?OC=username001&target=law&MST=260919&type=HTML&mobileYn=&efYd=20240226
102,209959,현행,감사교육원 운영 등에 관한 규칙,,008770,20190715,00311,일부개정,1040000,감사원,감사원규칙,,20190715,,/DRF/lawService.do?OC=username001&target=law&MST=209959&type=HTML&mobileYn=&efYd=20190715
103,259017,현행,감사교육원직제,,008771,20240119,00373,일부개정,1040000,감사원,감사원규칙,,20240119,,/DRF/lawService.do?OC=username001&target=law&MST=259017&type=HTML&mobileYn=&efYd=20240119
104,209960,현행,감사연구원 운영규칙,,010116,20190715,00312,일부개정,1040000,감사원,감사원규칙,,20190715,,/DRF/lawService.do?OC=username001&target=law&MST=209960&type=HTML&mobileYn=&efYd=20190715
105,244411,현행,감사연구원 직제,,010032,20220829,00360,일부개정,1040000,감사원,감사원규칙,,20220829,,/DRF/lawService.do?OC=username001&target=law&MST=244411&type=HTML&mobileYn=&efYd=20220829
106,248189,현행,감사원 감사사무 처리규칙,,014263,20230224,00367,일부개정,1040000,감사원,감사원규칙,,20230224,,/DRF/lawService.do?OC=username001&target=law&MST=248189&type=HTML&mobileYn=&efYd=20230224
107,222733,현행,감사원 개방형 직위 및 공모 직위의 운영 등에 관한 규칙,,010476,20201102,00338,일부개정,1040000,감사원,감사원규칙,,20201102,,/DRF/lawService.do?OC=username001&target=law&MST=222733&type=HTML&mobileYn=&efYd=20201102
108,184473,현행,감사원규칙의 공포에 관한 규칙,,008773,20160630,00287,전부개정,1040000,감사원,감사원규칙,,20160630,,/DRF/lawService.do?OC=username001&target=law&MST=184473&type=HTML&mobileYn=&efYd=20160630
109,259019,현행,감사원 모범공직자 및 모범부서ㆍ기관 선발에 관한 규칙,,014313,20240119,00375,일부개정,1040000,감사원,감사원규칙,,20240119,,/DRF/lawService.do?OC=username001&target=law&MST=259019&type=HTML&mobileYn=&efYd=20240119
110,222549,현행,감사원법,,001372,20201020,17560,일부개정,1040000,감사원,법률,,20201020,,/DRF/lawService.do?OC=username001&target=law&MST=222549&type=HTML&mobileYn=&efYd=20201020
