@id,법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,공동부령정보,시행일자,자법타법여부,법령상세링크
3303,262741,현행,옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 시행령,옥외광고물법 시행령,004242,20240521,34520,일부개정,1741000,행정안전부,대통령령,,20240521,,/DRF/lawService.do?OC=username001&target=law&MST=262741&type=HTML&mobileYn=&efYd=20240521
3304,254791,현행,온라인투자연계금융업 및 이용자 보호에 관한 법률,온라인투자연계금융업법,013612,20230914,19700,타법개정,1160100,금융위원회,법률,,20230914,,/DRF/lawService.do?OC=username001&target=law&MST=254791&type=HTML&mobileYn=&efYd=20230914
3305,256651,현행,온라인투자연계금융업 및 이용자 보호에 관한 법률 시행령,온라인투자연계금융업법 시행령,013836,20231212,33913,타법개정,1160100,금융위원회,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256651&type=HTML&mobileYn=&efYd=20231212
3306,259559,현행,온실가스 배출권의 할당 및 거래에 관한 법률,배출권거래법,011612,20240130,20172,타법개정,"1051000,1092000,1480000","국무조정실,기획재정부,환경부",법률,,20240130,,/DRF/lawService.do?OC=username001&target=law&MST=259559&type=HTML&mobileYn=&efYd=20240130
3307,256653,현행,온실가스 배출권의 할당 및 거래에 관한 법률 시행령,배출권거래법 시행령,011712,20231212,33913,타법개정,"1051000,1092000,1480000","국무조정실,기획재정부,환경부",대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256653&type=HTML&mobileYn=&efYd=20231212
3308,245249,현행,온천법,,000994,20221115,19028,일부개정,1741000,행정안전부,법률,,20230516,,/DRF/lawService.do?OC=username001&target=law&MST=245249&type=HTML&mobileYn=&efYd=20230516
3309,256655,현행,온천법 시행령,,004243,20231212,33913,타법개정,1741000,행정안전부,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256655&type=HTML&mobileYn=&efYd=20231212
3310,236397,현행,온천법 시행규칙,,007754,20211021,00282,일부개정,1741000,행정안전부,행정안전부령,,20211021,,/DRF/lawService.do?OC=username001&target=law&MST=236397&type=HTML&mobileYn=&efYd=20211021
3311,209733,현행,올림픽기장령,,004244,20190702,29950,타법개정,1371000,문화체육관광부,대통령령,,20190702,,/DRF/lawService.do?OC=username001&target=law&MST=209733&type=HTML&mobileYn=&efYd=20190702
3312,250641,현행,외교문서 공개에 관한 규칙,,007756,20230504,00114,타법개정,1262000,외교부,외교부령,,20230605,,/DRF/lawService.do?OC=username001&target=law&MST=250641&type=HTML&mobileYn=&efYd=20230605
3313,259333,현행,외교부 및 재외동포청 소관 비영리법인의 설립 및 감독에 관한 규칙,,007785,20240124,00126,일부개정,1262000,외교부,외교부령,,20240124,,/DRF/lawService.do?OC=username001&target=law&MST=259333&type=HTML&mobileYn=&efYd=20240124
3314,259995,현행,외교부와 그 소속기관 직제,,011780,20240206,34175,일부개정,"1262000,1741000","외교부,행정안전부",대통령령,,20240206,,/DRF/lawService.do?OC=username001&target=law&MST=259995&type=HTML&mobileYn=&efYd=20240206
3315,260167,현행,외교부와 그 소속기관 직제 시행규칙,,011808,20240206,00127,일부개정,1262000,외교부,외교부령,,20240206,,/DRF/lawService.do?OC=username001&target=law&MST=260167&type=HTML&mobileYn=&efYd=20240206
3316,135735,현행,외교안보연구조성비 지급 규정,,004249,20130323,24424,타법개정,1262000,외교부,대통령령,,20130323,,/DRF/lawService.do?OC=username001&target=law&MST=135735&type=HTML&mobileYn=&efYd=20130323
3317,148022,현행,외국군인ㆍ군속에 대한 명예계급 수여 규정,,004254,20131217,25005,일부개정,1290000,국방부,대통령령,,20131217,,/DRF/lawService.do?OC=username001&target=law&MST=148022&type=HTML&mobileYn=&efYd=20131217
3318,199499,현행,외국법자문사법,,010947,20171212,15153,타법개정,1270000,법무부,법률,,20171212,,/DRF/lawService.do?OC=username001&target=law&MST=199499&type=HTML&mobileYn=&efYd=20171212
3319,184205,현행,외국법자문사법 시행령,,011061,20160628,27261,일부개정,1270000,법무부,대통령령,,20160701,,/DRF/lawService.do?OC=username001&target=law&MST=184205&type=HTML&mobileYn=&efYd=20160701
3320,184394,현행,외국법자문사법 시행규칙,,011387,20160628,00869,일부개정,1270000,법무부,법무부령,,20160628,,/DRF/lawService.do?OC=username001&target=law&MST=184394&type=HTML&mobileYn=&efYd=20160628
3321,262439,현행,외국인관광객 등에 대한 부가가치세 및 개별소비세 특례규정,외국인관광객면세규정,004262,20240507,34488,타법개정,1051000,기획재정부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262439&type=HTML&mobileYn=&efYd=20240517
3322,257915,현행,외국인관광객 등에 대한 부가가치세 및 개별소비세 특례규정 시행규칙,,007770,20231229,01031,일부개정,1051000,기획재정부,기획재정부령,,20240101,,/DRF/lawService.do?OC=username001&target=law&MST=257915&type=HTML&mobileYn=&efYd=20240101
3323,243065,현행,외국인근로자의 고용 등에 관한 법률,외국인고용법,009542,20220610,18929,일부개정,1492000,고용노동부,법률,,20221211,,/DRF/lawService.do?OC=username001&target=law&MST=243065&type=HTML&mobileYn=&efYd=20221211
3324,244037,현행,외국인근로자의 고용 등에 관한 법률 시행령,외국인고용법 시행령,009657,20220802,32844,일부개정,1492000,고용노동부,대통령령,,20230203,,/DRF/lawService.do?OC=username001&target=law&MST=244037&type=HTML&mobileYn=&efYd=20230203
3325,258621,현행,외국인근로자의 고용 등에 관한 법률 시행규칙,외국인고용법 시행규칙,009698,20240110,00408,일부개정,1492000,고용노동부,고용노동부령,,20240110,,/DRF/lawService.do?OC=username001&target=law&MST=258621&type=HTML&mobileYn=&efYd=20240110
3326,245861,현행,외국인보호규칙,,007771,20221205,01038,일부개정,1270000,법무부,법무부령,,20230306,,/DRF/lawService.do?OC=username001&target=law&MST=245861&type=HTML&mobileYn=&efYd=20230306
3327,200699,현행,외국인 서훈 추천에 관한 규칙,,007772,20171229,00050,일부개정,1262000,외교부,외교부령,,20171229,,/DRF/lawService.do?OC=username001&target=law&MST=200699&type=HTML&mobileYn=&efYd=20171229
3328,105295,현행,외국인의 서명날인에 관한 법률,외국인서명법,001267,20100520,10307,전부개정,1270000,법무부,법률,,20100520,,/DRF/lawService.do?OC=username001&target=law&MST=105295&type=HTML&mobileYn=&efYd=20100520
3329,251695,현행,외국인투자 촉진법,외국인투자법,000660,20230613,19438,타법개정,1450000,산업통상자원부,법률,,20231214,,/DRF/lawService.do?OC=username001&target=law&MST=251695&type=HTML&mobileYn=&efYd=20231214
3330,262505,현행,외국인투자 촉진법 시행령,,004270,20240507,34491,타법개정,1450000,산업통상자원부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262505&type=HTML&mobileYn=&efYd=20240517
3331,253365,현행,외국인투자 촉진법 시행규칙,,007778,20230803,00518,일부개정,1450000,산업통상자원부,산업통상자원부령,,20230803,,/DRF/lawService.do?OC=username001&target=law&MST=253365&type=HTML&mobileYn=&efYd=20230803
3332,184935,현행,외국인학교 및 외국인유치원의 설립ㆍ운영에 관한 규정,,010913,20160726,27374,일부개정,1342000,교육부,대통령령,,20160728,,/DRF/lawService.do?OC=username001&target=law&MST=184935&type=HTML&mobileYn=&efYd=20160728
3333,232855,현행,외국환거래법,,001525,20210615,18244,일부개정,1051000,기획재정부,법률,,20210916,,/DRF/lawService.do?OC=username001&target=law&MST=232855&type=HTML&mobileYn=&efYd=20210916
3334,256657,현행,외국환거래법 시행령,,004273,20231212,33913,타법개정,1051000,기획재정부,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256657&type=HTML&mobileYn=&efYd=20231212
3335,258009,현행,외무공무원법,,000008,20240109,19943,일부개정,1262000,외교부,법률,,20240410,,/DRF/lawService.do?OC=username001&target=law&MST=258009&type=HTML&mobileYn=&efYd=20240410
3336,252661,현행,외무공무원의 승격에 관한 규칙,,009268,20230711,00117,일부개정,1262000,외교부,외교부령,,20240101,,/DRF/lawService.do?OC=username001&target=law&MST=252661&type=HTML&mobileYn=&efYd=20240101
3337,252465,현행,외무공무원임용령,,004280,20230711,33622,일부개정,1262000,외교부,대통령령,,20240101,,/DRF/lawService.do?OC=username001&target=law&MST=252465&type=HTML&mobileYn=&efYd=20240101
3338,252639,현행,외무공무원임용령 시행규칙,,007783,20230711,00116,일부개정,1262000,외교부,외교부령,,20230711,,/DRF/lawService.do?OC=username001&target=law&MST=252639&type=HTML&mobileYn=&efYd=20230711
3339,175696,현행,외무공무원 자격심사에 관한 규칙,,010352,20151020,00030,일부개정,1262000,외교부,외교부령,,20151020,,/DRF/lawService.do?OC=username001&target=law&MST=175696&type=HTML&mobileYn=&efYd=20151020
3340,138056,현행,외무관인규칙,,007784,20130323,00001,타법개정,1262000,외교부,외교부령,,20130323,,/DRF/lawService.do?OC=username001&target=law&MST=138056&type=HTML&mobileYn=&efYd=20130323
3341,214493,현행,외식산업 진흥법,,011352,20200218,17037,타법개정,1543000,농림축산식품부,법률,,20210219,,/DRF/lawService.do?OC=username001&target=law&MST=214493&type=HTML&mobileYn=&efYd=20210219
3342,240557,현행,외식산업 진흥법 시행령,,011454,20220217,32447,타법개정,1543000,농림축산식품부,대통령령,,20220218,,/DRF/lawService.do?OC=username001&target=law&MST=240557&type=HTML&mobileYn=&efYd=20220218
3343,246419,현행,외식산업 진흥법 시행규칙,,011455,20221219,00554,타법개정,1543000,농림축산식품부,농림축산식품부령,,20221219,,/DRF/lawService.do?OC=username001&target=law&MST=246419&type=HTML&mobileYn=&efYd=20221219
3344,253997,현행,용산공원 조성 특별법,용산공원법,010479,20230816,19683,일부개정,1613000,국토교통부,법률,,20230816,,/DRF/lawService.do?OC=username001&target=law&MST=253997&type=HTML&mobileYn=&efYd=20230816
3345,262507,현행,용산공원 조성 특별법 시행령,,010620,20240507,34491,타법개정,1613000,국토교통부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262507&type=HTML&mobileYn=&efYd=20240517
3346,236757,현행,용산공원 조성 특별법 시행규칙,,010621,20211111,00912,일부개정,1613000,국토교통부,국토교통부령,,20211111,,/DRF/lawService.do?OC=username001&target=law&MST=236757&type=HTML&mobileYn=&efYd=20211111
3347,178855,현행,우수물류기업의 인증에 관한 규칙,,012460,20151231,00267,제정,"1192000,1613000","국토교통부,해양수산부",국토교통부령,"{'공동부령': {'@no': '1', '공동부령구분': '해양수산부령', '공포번호': '00177'}}",20151231,,/DRF/lawService.do?OC=username001&target=law&MST=178855&type=HTML&mobileYn=&efYd=20151231
3348,260749,현행,우정사업본부 직제,,011879,20240227,34255,일부개정,"1721000,1741000","과학기술정보통신부,행정안전부",대통령령,,20240227,,/DRF/lawService.do?OC=username001&target=law&MST=260749&type=HTML&mobileYn=&efYd=20240227
3349,260871,현행,우정사업본부 직제 시행규칙,,011883,20240227,00122,일부개정,1721000,과학기술정보통신부,과학기술정보통신부령,,20240227,,/DRF/lawService.do?OC=username001&target=law&MST=260871&type=HTML&mobileYn=&efYd=20240227
3350,231701,현행,우정사업 운영에 관한 특례법,우정사업법,000041,20210420,18076,일부개정,1721000,과학기술정보통신부,법률,,20211021,,/DRF/lawService.do?OC=username001&target=law&MST=231701&type=HTML&mobileYn=&efYd=20211021
3351,262067,현행,우정사업 운영에 관한 특례법 시행령,우정사업법 시행령,004291,20240430,34468,타법개정,1721000,과학기술정보통신부,대통령령,,20240430,,/DRF/lawService.do?OC=username001&target=law&MST=262067&type=HTML&mobileYn=&efYd=20240430
3352,259389,현행,우주개발 진흥법,,009938,20240126,20144,타법개정,1721000,과학기술정보통신부,법률,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=259389&type=HTML&mobileYn=&efYd=20240527
3353,261575,현행,우주개발 진흥법 시행령,,010066,20240329,34369,타법개정,1721000,과학기술정보통신부,대통령령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=261575&type=HTML&mobileYn=&efYd=20240527
3354,262899,현행,우주개발 진흥법 시행규칙,,010078,20240527,00126,타법개정,1721000,과학기술정보통신부,과학기술정보통신부령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=262899&type=HTML&mobileYn=&efYd=20240527
3355,259391,현행,우주손해배상법,,010587,20240126,20144,타법개정,1721000,과학기술정보통신부,법률,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=259391&type=HTML&mobileYn=&efYd=20240527
3356,261849,현행,우주안보 업무규정,,013941,20240423,34434,전부개정,1030000,국가정보원,대통령령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=261849&type=HTML&mobileYn=&efYd=20240527
3357,261517,현행,우주항공청과 그 소속기관 직제,,014638,20240329,34369,제정,1741000,행정안전부,대통령령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=261517&type=HTML&mobileYn=&efYd=20240527
3358,262897,현행,우주항공청과 그 소속기관 직제 시행규칙,,014659,20240527,00126,제정,1741000,행정안전부,과학기술정보통신부령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=262897&type=HTML&mobileYn=&efYd=20240527
3359,259383,현행,우주항공청의 설치 및 운영에 관한 특별법,우주항공청법,014602,20240126,20144,제정,1721000,과학기술정보통신부,법률,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=259383&type=HTML&mobileYn=&efYd=20240527
3360,261597,현행,우주항공청의 설치 및 운영에 관한 특별법 시행령,우주항공청법 시행령,014639,20240402,34374,제정,1721000,과학기술정보통신부,대통령령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=261597&type=HTML&mobileYn=&efYd=20240527
3361,253311,현행,우체국보험특별회계법,우체국보험회계법,000015,20230808,19576,일부개정,1721000,과학기술정보통신부,법률,,20240209,,/DRF/lawService.do?OC=username001&target=law&MST=253311&type=HTML&mobileYn=&efYd=20240209
3362,227719,현행,우체국보험특별회계법 시행령,우체국보험회계법 시행령,005223,20210105,31380,타법개정,1721000,과학기술정보통신부,대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=227719&type=HTML&mobileYn=&efYd=20210105
3363,239215,현행,우체국보험특별회계법 시행규칙,우체국보험회계법 시행규칙,007799,20220104,00086,타법개정,1721000,과학기술정보통신부,과학기술정보통신부령,,20220104,,/DRF/lawService.do?OC=username001&target=law&MST=239215&type=HTML&mobileYn=&efYd=20220104
3364,195440,현행,우체국어음교환소참가규정,,004293,20170726,28210,타법개정,1721000,과학기술정보통신부,대통령령,,20170726,,/DRF/lawService.do?OC=username001&target=law&MST=195440&type=HTML&mobileYn=&efYd=20170726
3365,253313,현행,우체국예금ㆍ보험에 관한 법률,우체국예금보험법,000016,20230808,19577,일부개정,1721000,과학기술정보통신부,법률,,20240209,,/DRF/lawService.do?OC=username001&target=law&MST=253313&type=HTML&mobileYn=&efYd=20240209
3366,254661,현행,우체국예금ㆍ보험에 관한 법률 시행령,우체국예금보험법 시행령,009746,20230912,33702,일부개정,1721000,과학기술정보통신부,대통령령,,20231019,,/DRF/lawService.do?OC=username001&target=law&MST=254661&type=HTML&mobileYn=&efYd=20231019
3367,255003,현행,우체국예금ㆍ보험에 관한 법률 시행규칙,우체국예금보험법 시행규칙,007800,20230922,00113,일부개정,1721000,과학기술정보통신부,과학기술정보통신부령,,20230922,,/DRF/lawService.do?OC=username001&target=law&MST=255003&type=HTML&mobileYn=&efYd=20230922
3368,195378,현행,우체국창구업무의 위탁에 관한 법률,우체국업무위탁법,000035,20170726,14839,타법개정,1721000,과학기술정보통신부,법률,,20170726,,/DRF/lawService.do?OC=username001&target=law&MST=195378&type=HTML&mobileYn=&efYd=20170726
3369,246177,현행,우체국창구업무의 위탁에 관한 법률 시행령,우체국업무위탁법 시행령,005233,20221220,33086,타법개정,1721000,과학기술정보통신부,대통령령,,20221230,,/DRF/lawService.do?OC=username001&target=law&MST=246177&type=HTML&mobileYn=&efYd=20221230
3370,214839,현행,우체국창구업무의 위탁에 관한 법률 시행규칙,우체국업무위탁법 시행규칙,008466,20200221,00040,일부개정,1721000,과학기술정보통신부,과학기술정보통신부령,,20200221,,/DRF/lawService.do?OC=username001&target=law&MST=214839&type=HTML&mobileYn=&efYd=20200221
3371,218907,현행,우편대체법,,000023,20200609,17354,타법개정,1721000,과학기술정보통신부,법률,,20201210,,/DRF/lawService.do?OC=username001&target=law&MST=218907&type=HTML&mobileYn=&efYd=20201210
3372,239219,현행,우편대체법 시행규칙,,007803,20220104,00086,타법개정,1721000,과학기술정보통신부,과학기술정보통신부령,,20220104,,/DRF/lawService.do?OC=username001&target=law&MST=239219&type=HTML&mobileYn=&efYd=20220104
3373,242911,현행,우편법,,001735,20220610,18868,일부개정,1721000,과학기술정보통신부,법률,,20221211,,/DRF/lawService.do?OC=username001&target=law&MST=242911&type=HTML&mobileYn=&efYd=20221211
3374,245687,현행,우편법 시행령,,009265,20221206,33013,일부개정,1721000,과학기술정보통신부,대통령령,,20221211,,/DRF/lawService.do?OC=username001&target=law&MST=245687&type=HTML&mobileYn=&efYd=20221211
3375,239221,현행,우편법 시행규칙,,007807,20220104,00086,타법개정,1721000,과학기술정보통신부,과학기술정보통신부령,,20220104,,/DRF/lawService.do?OC=username001&target=law&MST=239221&type=HTML&mobileYn=&efYd=20220104
3376,212091,현행,우편환법,,000027,20191210,16754,일부개정,1721000,과학기술정보통신부,법률,,20191210,,/DRF/lawService.do?OC=username001&target=law&MST=212091&type=HTML&mobileYn=&efYd=20191210
3377,239223,현행,우편환법 시행규칙,,007811,20220104,00086,타법개정,1721000,과학기술정보통신부,과학기술정보통신부령,,20220104,,/DRF/lawService.do?OC=username001&target=law&MST=239223&type=HTML&mobileYn=&efYd=20220104
3378,230285,현행,운항시각 조정ㆍ배분 등에 관한 규칙,,012852,20210316,00830,전부개정,1613000,국토교통부,국토교통부령,,20210316,,/DRF/lawService.do?OC=username001&target=law&MST=230285&type=HTML&mobileYn=&efYd=20210316
3379,253473,현행,울산과학기술원법,,010414,20230808,19590,타법개정,1721000,과학기술정보통신부,법률,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=253473&type=HTML&mobileYn=&efYd=20240517
3380,258447,현행,울산과학기술원법 시행령,,010483,20240109,34106,일부개정,1721000,과학기술정보통신부,대통령령,,20240109,,/DRF/lawService.do?OC=username001&target=law&MST=258447&type=HTML&mobileYn=&efYd=20240109
3381,36423,현행,원격영상재판에관한규칙,,005911,19951226,01409,제정,9740000,대법원,대법원규칙,,19951226,,/DRF/lawService.do?OC=username001&target=law&MST=36423&type=HTML&mobileYn=&efYd=19951226
3382,103861,현행,원격영상재판에 관한 특례법,원격재판법,001213,20100324,10177,일부개정,9740000,대법원,법률,,20100324,,/DRF/lawService.do?OC=username001&target=law&MST=103861&type=HTML&mobileYn=&efYd=20100324
3383,255845,현행,원양산업발전법,,010511,20231031,19807,타법개정,1192000,해양수산부,법률,,20240501,,/DRF/lawService.do?OC=username001&target=law&MST=255845&type=HTML&mobileYn=&efYd=20240501
3384,237677,현행,원양산업발전법 시행령,,010647,20211214,32215,일부개정,1192000,해양수산부,대통령령,,20211214,,/DRF/lawService.do?OC=username001&target=law&MST=237677&type=HTML&mobileYn=&efYd=20211214
3385,260121,현행,원양산업발전법 시행규칙,,010650,20240205,00652,타법개정,1192000,해양수산부,해양수산부령,,20240126,,/DRF/lawService.do?OC=username001&target=law&MST=260121&type=HTML&mobileYn=&efYd=20240126
3386,231863,현행,원자력 손해배상법,,000748,20210420,18143,일부개정,1079960,원자력안전위원회,법률,,20211021,,/DRF/lawService.do?OC=username001&target=law&MST=231863&type=HTML&mobileYn=&efYd=20211021
3387,227727,현행,원자력 손해배상법 시행령,,004343,20210105,31380,타법개정,1079960,원자력안전위원회,대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=227727&type=HTML&mobileYn=&efYd=20210105
3388,218845,현행,원자력손해배상 보상계약에 관한 법률,원자력보상계약법,000747,20200609,17347,타법개정,1079960,원자력안전위원회,법률,,20200609,,/DRF/lawService.do?OC=username001&target=law&MST=218845&type=HTML&mobileYn=&efYd=20200609
3389,227729,현행,원자력손해배상 보상계약에 관한 법률 시행령,원자력보상계약법 시행령,004344,20210105,31380,타법개정,1079960,원자력안전위원회,대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=227729&type=HTML&mobileYn=&efYd=20210105
3390,238329,현행,원자력시설 등의 방호 및 방사능 방재 대책법,방사능방재법,009494,20211228,18664,일부개정,1079960,원자력안전위원회,법률,,20220629,,/DRF/lawService.do?OC=username001&target=law&MST=238329&type=HTML&mobileYn=&efYd=20220629
3391,238205,현행,원자력시설 등의 방호 및 방사능 방재 대책법 시행령,방사능방재법 시행령,009686,20211223,32246,일부개정,1079960,원자력안전위원회,대통령령,,20211223,,/DRF/lawService.do?OC=username001&target=law&MST=238205&type=HTML&mobileYn=&efYd=20211223
3392,239089,현행,원자력시설 등의 방호 및 방사능 방재 대책법 시행규칙,방사능방재법 시행규칙,011881,20211231,01778,일부개정,1079960,원자력안전위원회,총리령,,20211231,,/DRF/lawService.do?OC=username001&target=law&MST=239089&type=HTML&mobileYn=&efYd=20211231
3393,260427,현행,원자력안전법,,011435,20240213,20308,일부개정,1079960,원자력안전위원회,법률,,20240213,,/DRF/lawService.do?OC=username001&target=law&MST=260427&type=HTML&mobileYn=&efYd=20240213
3394,256659,현행,원자력안전법 시행령,,011484,20231212,33913,타법개정,1079960,원자력안전위원회,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256659&type=HTML&mobileYn=&efYd=20231212
3395,262137,현행,원자력안전법 시행규칙,,011880,20240425,01953,일부개정,1079960,원자력안전위원회,총리령,,20240425,,/DRF/lawService.do?OC=username001&target=law&MST=262137&type=HTML&mobileYn=&efYd=20240425
3396,260719,현행,원자력안전위원회와 그 소속기관 직제,,011485,20240227,34252,일부개정,"1079960,1741000","원자력안전위원회,행정안전부",대통령령,,20240227,,/DRF/lawService.do?OC=username001&target=law&MST=260719&type=HTML&mobileYn=&efYd=20240227
3397,260943,현행,원자력안전위원회와 그 소속기관 직제 시행규칙,,011805,20240227,01941,일부개정,1079960,원자력안전위원회,총리령,,20240227,,/DRF/lawService.do?OC=username001&target=law&MST=260943&type=HTML&mobileYn=&efYd=20240227
3398,210368,현행,원자력안전위원회의 설치 및 운영에 관한 법률,원안위법,011431,20190827,16576,일부개정,1079960,원자력안전위원회,법률,,20190827,,/DRF/lawService.do?OC=username001&target=law&MST=210368&type=HTML&mobileYn=&efYd=20190827
3399,233295,현행,원자력안전위원회의 설치 및 운영에 관한 법률 시행령,원안위법 시행령,011486,20210622,31824,타법개정,1079960,원자력안전위원회,대통령령,,20210623,,/DRF/lawService.do?OC=username001&target=law&MST=233295&type=HTML&mobileYn=&efYd=20210623
3400,232671,현행,원자력안전 정보공개 및 소통에 관한 법률,원자력안전소통법,014092,20210608,18239,제정,1079960,원자력안전위원회,법률,,20220609,,/DRF/lawService.do?OC=username001&target=law&MST=232671&type=HTML&mobileYn=&efYd=20220609
3401,242671,현행,원자력안전 정보공개 및 소통에 관한 법률 시행령,원자력안전소통법 시행령,014283,20220524,32651,제정,1079960,원자력안전위원회,대통령령,,20220609,,/DRF/lawService.do?OC=username001&target=law&MST=242671&type=HTML&mobileYn=&efYd=20220609
3402,243267,현행,원자력안전 정보공개 및 소통에 관한 법률 시행규칙,원자력안전소통법 시행규칙,014296,20220609,01808,제정,1079960,원자력안전위원회,총리령,,20220609,,/DRF/lawService.do?OC=username001&target=law&MST=243267&type=HTML&mobileYn=&efYd=20220609
3403,258997,현행,원자력 진흥법,,001603,20240123,20064,일부개정,1721000,과학기술정보통신부,법률,,20240424,,/DRF/lawService.do?OC=username001&target=law&MST=258997&type=HTML&mobileYn=&efYd=20240424
3404,225213,현행,원자력 진흥법 시행령,,004342,20201229,31297,타법개정,1721000,과학기술정보통신부,대통령령,,20210101,,/DRF/lawService.do?OC=username001&target=law&MST=225213&type=HTML&mobileYn=&efYd=20210101
3405,195345,현행,원전비리 방지를 위한 원자력발전사업자등의 관리ㆍ감독에 관한 법률,원전감독법,012196,20170726,14839,타법개정,1450000,산업통상자원부,법률,,20170726,,/DRF/lawService.do?OC=username001&target=law&MST=195345&type=HTML&mobileYn=&efYd=20170726
3406,256661,현행,원전비리 방지를 위한 원자력발전사업자등의 관리ㆍ감독에 관한 법률 시행령,원전감독법 시행령,012321,20231212,33913,타법개정,1450000,산업통상자원부,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256661&type=HTML&mobileYn=&efYd=20231212
3407,2841,현행,원호재산특별처리법,,001322,19751231,02889,일부개정,1830000,국가보훈부,법률,,19751231,,/DRF/lawService.do?OC=username001&target=law&MST=2841&type=HTML&mobileYn=&efYd=19751231
3408,23517,현행,원호재산특별처리법시행령,,004364,19941223,14438,타법개정,1830000,국가보훈부,대통령령,,19941223,,/DRF/lawService.do?OC=username001&target=law&MST=23517&type=HTML&mobileYn=&efYd=19941223
3409,209735,현행,월드컵기장령,,009345,20190702,29950,타법개정,1371000,문화체육관광부,대통령령,,20190702,,/DRF/lawService.do?OC=username001&target=law&MST=209735&type=HTML&mobileYn=&efYd=20190702
3410,249363,현행,위생용품 관리법,,012863,20230328,19323,일부개정,1471000,식품의약품안전처,법률,,20240329,,/DRF/lawService.do?OC=username001&target=law&MST=249363&type=HTML&mobileYn=&efYd=20240329
3411,256663,현행,위생용품 관리법 시행령,,013104,20231212,33913,타법개정,1471000,식품의약품안전처,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256663&type=HTML&mobileYn=&efYd=20231212
3412,262763,현행,위생용품 관리법 시행규칙,,013110,20240520,01957,일부개정,1471000,식품의약품안전처,총리령,,20240520,,/DRF/lawService.do?OC=username001&target=law&MST=262763&type=HTML&mobileYn=&efYd=20240520
3413,236317,현행,위치정보의 보호 및 이용 등에 관한 법률,위치정보법,009882,20211019,18517,일부개정,1570100,방송통신위원회,법률,,20220420,,/DRF/lawService.do?OC=username001&target=law&MST=236317&type=HTML&mobileYn=&efYd=20220420
3414,256665,현행,위치정보의 보호 및 이용 등에 관한 법률 시행령,위치정보법 시행령,010021,20231212,33913,타법개정,1570100,방송통신위원회,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256665&type=HTML&mobileYn=&efYd=20231212
3415,227737,현행,위해성 경찰장비의 사용기준 등에 관한 규정,위해성경찰장비규정,002211,20210105,31380,타법개정,1320000,경찰청,대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=227737&type=HTML&mobileYn=&efYd=20210105
3416,240831,현행,위험물 선박운송 및 저장규칙,위험물선박운송규칙,007824,20220217,00486,일부개정,1192000,해양수산부,해양수산부령,,20220518,,/DRF/lawService.do?OC=username001&target=law&MST=240831&type=HTML&mobileYn=&efYd=20220518
3417,247233,현행,위험물안전관리법,위험물관리법,009502,20230103,19161,일부개정,1661000,소방청,법률,,20230704,,/DRF/lawService.do?OC=username001&target=law&MST=247233&type=HTML&mobileYn=&efYd=20230704
3418,262035,현행,위험물안전관리법 시행령,,009707,20240430,34464,일부개정,1661000,소방청,대통령령,,20240430,,/DRF/lawService.do?OC=username001&target=law&MST=262035&type=HTML&mobileYn=&efYd=20240430
3419,262765,현행,위험물안전관리법 시행규칙,,009732,20240520,00482,일부개정,1661000,소방청,행정안전부령,,20240520,,/DRF/lawService.do?OC=username001&target=law&MST=262765&type=HTML&mobileYn=&efYd=20240520
3420,261947,현행,위험물철도운송규칙,,009991,20240419,01324,일부개정,1613000,국토교통부,국토교통부령,,20240419,,/DRF/lawService.do?OC=username001&target=law&MST=261947&type=HTML&mobileYn=&efYd=20240419
